season,round,gp_name,fp1_mean_airtemp,fp1_mean_tracktemp,fp1_mean_humidity,fp1_has_rain,fp2_mean_airtemp,fp2_mean_tracktemp,fp2_mean_humidity,fp2_has_rain,fp3_mean_airtemp,fp3_mean_tracktemp,fp3_mean_humidity,fp3_has_rain,qualifying_mean_airtemp,qualifying_mean_tracktemp,qualifying_mean_humidity,qualifying_has_rain
2025,1,Australian Grand Prix,24.404,42.077,47.877,False,23.76,41.132,65.099,False,29.492,40.801,50.141,False,30.336,40.501,46.147,False
2025,3,Japanese Grand Prix,13.599,35.942,41.654,False,13.587,32.657,42.133,False,14.228,38.548,38.16,False,14.695,32.141,58.624,False
2025,4,Bahrain Grand Prix,35.156,47.149,24.25,False,29.839,34.808,47.405,False,31.186,42.2,46.638,False,26.297,30.894,57.115,False
2025,5,Saudi Arabian Grand Prix,28.054,47.016,69.013,False,29.717,37.01,46.667,False,29.268,48.765,61.247,False,29.576,37.226,57.57,False
2025,7,Emilia Romagna Grand Prix,19.303,39.532,32.421,False,19.677,34.912,31.556,False,21.992,42.159,30.59,False,22.801,39.416,30.436,False
2025,8,Monaco Grand Prix,21.456,38.366,42.659,False,22.89,38.189,38.163,False,21.382,40.29,52.027,False,21.138,40.287,59.441,False
2025,9,Spanish Grand Prix,30.375,48.779,33.975,False,30.128,45.77,34.744,False,29.92,46.824,34.857,False,29.136,46.823,37.091,False
2025,10,Canadian Grand Prix,16.663,42.631,43.862,False,19.084,38.541,37.987,False,20.402,44.906,32.837,False,21.3,43.146,30.694,False
2025,11,Austrian Grand Prix,24.01,39.273,51.663,False,25.467,36.337,38.114,False,24.561,36.3,47.392,False,27.774,47.197,33.898,False
2025,12,British Grand Prix,22.651,39.407,42.358,False,24.159,39.832,35.062,False,19.763,25.094,69.841,False,20.197,27.432,72.782,False
2025,14,Hungarian Grand Prix,25.785,41.173,40.654,False,27.109,38.327,37.074,False,26.97,48.667,40.036,False,28.149,42.533,37.214,False
2025,15,Dutch Grand Prix,20.661,27.191,53.512,False,19.719,27.179,60.37,True,19.882,22.507,69.098,False,20.595,34.228,64.474,False
2025,16,Italian Grand Prix,26.368,42.661,52.328,False,26.535,38.781,31.42,False,24.795,41.446,36.926,False,26.606,42.778,35.821,False
2025,17,Azerbaijan Grand Prix,25.437,35.265,65.869,False,24.905,32.059,67.398,False,21.937,32.742,56.904,False,20.749,26.079,59.489,True
2025,18,Singapore Grand Prix,28.829,34.972,74.402,True,28.201,32.184,76.704,False,30.996,40.779,61.185,False,29.863,34.961,69.134,False
2025,20,Mexico City Grand Prix,23.0,47.69,33.6,False,25.38,39.281,26.238,False,23.424,46.043,36.024,False,26.19,46.036,27.462,False
2025,22,Las Vegas Grand Prix,14.162,18.385,54.298,True,13.903,16.712,57.216,True,13.093,13.412,55.78,True,11.728,12.549,65.541,True
2025,24,Abu Dhabi Grand Prix,27.748,34.159,46.695,False,25.553,29.698,55.7,False,27.109,37.732,64.622,False,25.096,29.11,76.714,False
